"start","tracker_item_id","change_date","field_name","old_value","new_value"
"===",5441,"2015-01-19 03:54:51.313369+00","_created_","","Jan 2015 Ballot Comment #331"
"===",5441,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5442,"2015-01-19 03:54:55.375125+00","_created_","","Jan 2015 Ballot Comment #332"
"===",5442,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5443,"2015-01-19 03:54:59.017509+00","_created_","","Jan 2015 Ballot Comment #333"
"===",5443,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5443,"2015-01-21 20:37:41.143851+00","status","Triaged","Approved"
"===",5443,"2015-01-21 20:37:41.143851+00","Waiting For","Assignee(s)","None"
"===",5443,"2015-03-19 00:26:28.455312+00","ballotresolution","None","Persuasive with Mod"
"===",5444,"2015-01-19 03:55:03.72367+00","_created_","","Jan 2015 Ballot Comment #337"
"===",5444,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5444,"2015-01-19 17:44:56.908227+00","status","Triaged","Approved"
"===",5444,"2015-01-19 17:44:56.908227+00","Waiting For","Assignee(s)","None"
"===",5444,"2015-03-19 00:25:41.728839+00","ballotresolution","None","Persuasive"
"===",5445,"2015-01-19 03:55:12.38046+00","_created_","","Jan 2015 Ballot Comment #351"
"===",5445,"2015-01-19 04:51:12.42189+00","status","Submitted","Triaged"
"===",5445,"2015-01-20 19:07:27.343578+00","Waiting For","Assignee(s)","None"
"===",5445,"2015-01-20 19:07:27.343578+00","status","Triaged","Approved"
"===",5445,"2015-01-30 06:42:18.822973+00","htmlpage93","None","(NA)"
"===",5445,"2015-03-11 10:06:13.539354+00","status","Approved","Applied"
"===",5445,"2015-03-11 10:06:13.539354+00","status_id","1","0"
"===",5445,"2015-03-11 10:06:13.539354+00","close_date","None","2015-03-11 21:06:13"
"===",5445,"2015-03-20 15:48:32.377217+00","ballotresolution","None","Persuasive"
"===",5446,"2015-01-19 03:55:19.144886+00","_created_","","Jan 2015 Ballot Comment #352"
"===",5446,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5446,"2015-01-30 06:36:01.807478+00","htmlpage93","None","(NA)"
"===",5446,"2015-02-27 23:12:39.267456+00","reviewingworkgroups","Vocabulary","Orders &amp; Observations,Vocabulary"
"===",5446,"2015-02-27 23:12:39.267456+00","Waiting For","Assignee(s)","None"
"===",5447,"2015-01-19 03:55:24.790989+00","_created_","","Jan 2015 Ballot Comment #353"
"===",5447,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5447,"2015-01-30 06:42:18.822973+00","htmlpage93","None","(NA)"
"===",5447,"2015-02-03 20:08:12.226931+00","close_date","None","2015-02-04 07:08:12"
"===",5447,"2015-02-03 20:08:12.226931+00","status","Triaged","Applied"
"===",5447,"2015-02-03 20:08:12.226931+00","Waiting For","Assignee(s)","None"
"===",5447,"2015-02-03 20:08:12.226931+00","status_id","1","0"
"===",5447,"2015-03-20 15:47:41.938469+00","ballotresolution","None","Persuasive"
"===",5448,"2015-01-19 03:55:29.348385+00","_created_","","Jan 2015 Ballot Comment #354"
"===",5448,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5448,"2015-03-16 03:17:17.829834+00","status","Triaged","Applied"
"===",5448,"2015-03-16 03:17:17.829834+00","status_id","1","0"
"===",5448,"2015-03-16 03:17:17.829834+00","close_date","None","2015-03-16 14:17:18"
"===",5448,"2015-03-16 03:17:17.829834+00","Waiting For","Assignee(s)","None"
"===",5448,"2015-03-20 15:46:51.053037+00","ballotresolution","None","Persuasive"
"===",5449,"2015-01-19 03:55:33.303079+00","_created_","","Jan 2015 Ballot Comment #355"
"===",5449,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5449,"2015-03-16 03:18:24.459532+00","preapplied","None","Yes"
"===",5449,"2015-03-16 03:18:24.459532+00","status","Triaged","Ready for Vote"
"===",5449,"2015-03-16 03:18:24.459532+00","Waiting For","Assignee(s)","None"
"===",5449,"2015-03-21 23:56:25.203311+00","close_date","None","2015-03-21 19:56:25"
"===",5449,"2015-03-21 23:56:25.203311+00","status_id","1","0"
"===",5449,"2015-03-21 23:56:25.203311+00","status","Ready for Vote","Applied"
"===",5449,"2015-03-21 23:56:25.203311+00","ballotresolution","None","Persuasive"
"===",5450,"2015-01-19 03:55:38.089383+00","_created_","","Jan 2015 Ballot Comment #366"
"===",5450,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5450,"2015-02-03 01:57:01.712984+00","status","Triaged","Waiting for Input"
"===",5450,"2015-02-03 01:57:01.712984+00","Waiting For","Assignee(s)","None"
"===",5450,"2015-02-03 05:48:49.114394+00","assignee","Nobody ","Removed"
"===",5450,"2015-02-03 05:48:49.114394+00","assignee","None","Ewout Kramer"
"===",5451,"2015-01-19 03:55:45.139962+00","_created_","","Jan 2015 Ballot Comment #390"
"===",5451,"2015-01-19 04:51:12.42189+00","status","Submitted","Triaged"
"===",5451,"2015-02-10 01:47:52.632669+00","Waiting For","Assignee(s)","None"
"===",5452,"2015-01-19 03:55:49.554898+00","_created_","","Jan 2015 Ballot Comment #391"
"===",5452,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5452,"2015-01-21 20:24:10.903615+00","assignee","Nobody ","Removed"
"===",5452,"2015-01-21 20:24:10.903615+00","Waiting For","Assignee(s)","None"
"===",5452,"2015-01-21 20:24:10.903615+00","assignee","None","Eric Haas"
"===",5452,"2015-02-04 07:34:34.417283+00","close_date","None","2015-02-03 23:34:34"
"===",5452,"2015-02-04 07:34:34.417283+00","status_id","1","0"
"===",5452,"2015-02-04 07:34:34.417283+00","status","Approved","Applied"
"===",5452,"2015-03-20 15:45:46.142053+00","ballotresolution","None","Persuasive"
"===",5453,"2015-01-19 03:55:54.354431+00","_created_","","Jan 2015 Ballot Comment #392"
"===",5453,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5453,"2015-01-21 20:21:31.394312+00","reviewingworkgroups","Orders &amp; Observations","Orders &amp; Observations,Devices"
"===",5453,"2015-01-21 20:21:31.394312+00","status","Triaged","Waiting for Input"
"===",5453,"2015-01-21 20:21:31.394312+00","assignee","None","Hans Buitendijk"
"===",5453,"2015-01-21 20:21:31.394312+00","assignee","Nobody ","Removed"
"===",5453,"2015-01-21 20:21:31.394312+00","Waiting For","Assignee(s)","None"
"===",5453,"2015-02-17 19:59:40.376424+00","close_date","None","2015-02-17 11:59:40"
"===",5453,"2015-02-17 19:59:40.376424+00","status_id","1","0"
"===",5453,"2015-02-17 19:59:40.376424+00","status","Waiting for Input","Applied"
"===",5453,"2015-03-20 15:45:28.203815+00","ballotresolution","None","Persuasive"
"===",5454,"2015-01-19 03:55:59.198891+00","_created_","","Jan 2015 Ballot Comment #393"
"===",5454,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5454,"2015-01-21 20:15:32.187087+00","assignee","Nobody ","Removed"
"===",5454,"2015-01-21 20:15:32.187087+00","Waiting For","Assignee(s)","None"
"===",5454,"2015-01-21 20:15:32.187087+00","assignee","None","Paul Knapp!"
"===",5454,"2015-01-21 20:15:32.187087+00","status","Triaged","Waiting for Input"
"===",5454,"2015-01-21 20:15:32.187087+00","assignee","None","Paul Knapp"
"===",5454,"2015-02-04 08:23:43.735664+00","close_date","None","2015-02-04 00:23:43"
"===",5454,"2015-02-04 08:23:43.735664+00","status","Waiting for Input","Applied"
"===",5454,"2015-02-04 08:23:43.735664+00","status_id","1","0"
"===",5454,"2015-03-20 15:44:43.23831+00","ballotresolution","None","Persuasive"
"===",5455,"2015-01-19 03:56:03.52201+00","_created_","","Jan 2015 Ballot Comment #394"
"===",5455,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5455,"2015-01-21 20:11:07.749292+00","assignee","None","Eric Haas"
"===",5455,"2015-01-21 20:11:07.749292+00","status","Triaged","Approved"
"===",5455,"2015-01-21 20:11:07.749292+00","assignee","Nobody ","Removed"
"===",5455,"2015-01-21 20:11:07.749292+00","Waiting For","Assignee(s)","None"
"===",5455,"2015-02-04 08:11:41.140682+00","close_date","None","2015-02-04 00:11:41"
"===",5455,"2015-02-04 08:11:41.140682+00","status_id","1","0"
"===",5455,"2015-02-04 08:11:41.140682+00","status","Approved","Applied"
"===",5455,"2015-03-20 15:44:19.280903+00","ballotresolution","None","Persuasive"
"===",5456,"2015-01-19 03:56:07.624417+00","_created_","","Jan 2015 Ballot Comment #395"
"===",5456,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5456,"2015-01-21 21:03:36.397754+00","status","Triaged","Approved"
"===",5456,"2015-01-21 21:03:36.397754+00","Waiting For","Assignee(s)","None"
"===",5456,"2015-03-19 00:25:10.187062+00","ballotresolution","None","Persuasive"
"===",5456,"2015-03-21 19:20:49.674347+00","assignee","Nobody ","Removed"
"===",5456,"2015-03-21 19:20:49.674347+00","assignee","None","Lloyd McKenzie"
"===",5457,"2015-01-19 03:56:12.094034+00","_created_","","Jan 2015 Ballot Comment #396"
"===",5457,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5458,"2015-01-19 03:56:18.569687+00","_created_","","Jan 2015 Ballot Comment #397"
"===",5458,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5459,"2015-01-19 03:56:23.846142+00","_created_","","Jan 2015 Ballot Comment #398"
"===",5459,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5460,"2015-01-19 03:56:28.938499+00","_created_","","Jan 2015 Ballot Comment #399"
"===",5460,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5461,"2015-01-19 03:56:34.069971+00","_created_","","Jan 2015 Ballot Comment #400"
"===",5461,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5461,"2015-02-18 14:10:20.803028+00","Waiting For","Assignee(s)","None"
"===",5461,"2015-02-18 14:10:20.803028+00","assignee","None","Chris White"
"===",5461,"2015-02-18 14:10:20.803028+00","assignee","Nobody ","Removed"
"===",5461,"2015-02-18 14:12:40.637084+00","assignee","None","Nobody "
"===",5461,"2015-02-18 14:12:40.637084+00","assignee","Chris White","Removed"
"===",5465,"2015-01-19 04:29:03.485588+00","_created_","","Jan 2015 Ballot Comment #401"
"===",5465,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5465,"2015-01-23 18:43:46.321812+00","status","Triaged","Approved"
"===",5465,"2015-02-20 19:12:32.594189+00","status","Approved","Applied"
"===",5465,"2015-02-20 19:12:32.594189+00","status_id","1","0"
"===",5465,"2015-02-20 19:12:32.594189+00","close_date","None","2015-02-20 19:12:32"
"===",5465,"2015-03-20 15:43:53.697865+00","ballotresolution","None","Persuasive"
"===",5466,"2015-01-19 04:29:06.731903+00","_created_","","Jan 2015 Ballot Comment #402"
"===",5466,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5466,"2015-03-05 07:37:37.982383+00","Waiting For","Assignee(s)","None"
"===",5466,"2015-03-05 07:37:37.982383+00","close_date","None","2015-03-04 23:37:38"
"===",5466,"2015-03-05 07:37:37.982383+00","status_id","1","0"
"===",5466,"2015-03-05 07:37:37.982383+00","status","Approved","Applied"
"===",5466,"2015-03-20 15:43:15.73872+00","ballotresolution","None","Persuasive"
"===",5467,"2015-01-19 04:29:09.841091+00","_created_","","Jan 2015 Ballot Comment #403"
"===",5467,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5467,"2015-03-05 07:42:34.029252+00","Waiting For","Assignee(s)","None"
"===",5467,"2015-03-05 07:42:34.029252+00","resources","Observation,DeviceObservationReport_old","Observation"
"===",5467,"2015-03-05 07:42:34.029252+00","close_date","None","2015-03-04 23:42:34"
"===",5467,"2015-03-05 07:42:34.029252+00","status","Approved","Applied"
"===",5467,"2015-03-05 07:42:34.029252+00","status_id","1","0"
"===",5467,"2015-03-20 15:42:45.100806+00","ballotresolution","None","Persuasive"
"===",5468,"2015-01-19 04:29:12.620565+00","_created_","","Jan 2015 Ballot Comment #404"
"===",5468,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5468,"2015-02-08 16:41:18.082063+00","priority","3","2"
"===",5468,"2015-02-08 16:41:18.082063+00","Waiting For","Assignee(s)","None"
"===",5468,"2015-02-14 07:47:54.696697+00","status","Triaged","Waiting for Input"
"===",5468,"2015-03-05 17:44:32.671454+00","resources","OrderResponse","Order,OrderResponse"
"===",5469,"2015-01-19 04:29:15.383625+00","_created_","","Jan 2015 Ballot Comment #405"
"===",5469,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5469,"2015-01-22 18:14:44.449042+00","assignee","Nobody ","Removed"
"===",5469,"2015-01-22 18:14:44.449042+00","Waiting For","Assignee(s)","None"
"===",5469,"2015-01-22 18:14:44.449042+00","status","Triaged","Waiting for Input"
"===",5469,"2015-01-22 18:14:44.449042+00","assignee","None","Grahame Grieve"
"===",5469,"2015-02-18 18:12:56.036018+00","status","Waiting for Input","Triaged"
"===",5470,"2015-01-19 04:29:18.291158+00","_created_","","Jan 2015 Ballot Comment #406"
"===",5470,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5470,"2015-01-21 20:57:44.98524+00","assignee","None","Eric Haas"
"===",5470,"2015-01-21 20:57:44.98524+00","Waiting For","Assignee(s)","None"
"===",5470,"2015-01-21 20:57:44.98524+00","assignee","Nobody ","Removed"
"===",5470,"2015-02-08 18:14:07.122612+00","status","Approved","Applied"
"===",5470,"2015-02-08 18:14:07.122612+00","status_id","1","0"
"===",5470,"2015-02-08 18:14:07.122612+00","close_date","None","2015-02-08 10:14:07"
"===",5470,"2015-03-20 15:39:58.075429+00","ballotresolution","None","Persuasive"
"===",5471,"2015-01-19 04:29:21.178756+00","_created_","","Jan 2015 Ballot Comment #407"
"===",5471,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5471,"2015-01-21 20:56:26.386059+00","assignee","Nobody ","Removed"
"===",5471,"2015-01-21 20:56:26.386059+00","status","Triaged","Approved"
"===",5471,"2015-01-21 20:56:26.386059+00","Waiting For","Assignee(s)","None"
"===",5471,"2015-01-21 20:56:26.386059+00","assignee","None","Grahame Grieve"
"===",5471,"2015-03-19 00:24:31.388616+00","ballotresolution","None","Persuasive"
"===",5472,"2015-01-19 04:29:23.975083+00","_created_","","Jan 2015 Ballot Comment #408"
"===",5472,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5472,"2015-01-21 20:53:38.372067+00","assignee","None","Eric Haas"
"===",5472,"2015-01-21 20:53:38.372067+00","assignee","Nobody ","Removed"
"===",5472,"2015-01-21 20:53:38.372067+00","Waiting For","Assignee(s)","None"
"===",5472,"2015-01-21 20:53:38.372067+00","status","Triaged","Approved"
"===",5472,"2015-02-14 08:22:58.955481+00","ballotresolution","None","Persuasive"
"===",5472,"2015-02-14 08:22:58.955481+00","status_id","1","0"
"===",5472,"2015-02-14 08:22:58.955481+00","status","Approved","Explained -nochange"
"===",5472,"2015-02-14 08:22:58.955481+00","close_date","None","2015-02-14 00:22:59"
"===",5473,"2015-01-19 04:29:26.7951+00","_created_","","Jan 2015 Ballot Comment #409"
"===",5473,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5473,"2015-03-09 15:08:21.368888+00","status","Triaged","Ready for Vote"
"===",5473,"2015-03-12 00:37:52.551146+00","ballotresolution","None","Persuasive"
"===",5473,"2015-03-12 00:37:52.551146+00","status","Ready for Vote","Approved"
"===",5473,"2015-03-12 00:37:52.551146+00","Waiting For","Assignee(s)","None"
"===",5474,"2015-01-19 04:29:29.662862+00","_created_","","Jan 2015 Ballot Comment #410"
"===",5474,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5474,"2015-03-09 15:08:21.368888+00","status","Triaged","Ready for Vote"
"===",5474,"2015-03-12 00:38:34.659233+00","Waiting For","Assignee(s)","None"
"===",5474,"2015-03-12 00:38:34.659233+00","status","Ready for Vote","Approved"
"===",5474,"2015-03-12 00:38:34.659233+00","ballotresolution","None","Persuasive"
"===",5475,"2015-01-19 04:29:32.749343+00","_created_","","Jan 2015 Ballot Comment #412"
"===",5475,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5475,"2015-02-26 16:09:19.04467+00","status_id","1","0"
"===",5475,"2015-02-26 16:09:19.04467+00","Waiting For","Assignee(s)","None"
"===",5475,"2015-02-26 16:09:19.04467+00","status","Triaged","Deferred"
"===",5475,"2015-02-26 16:09:19.04467+00","close_date","None","2015-02-26 09:09:19"
"===",5475,"2015-02-26 16:09:19.04467+00","ballotresolution","None","Considered for Future Use"
"===",5476,"2015-01-19 04:29:35.526057+00","_created_","","Jan 2015 Ballot Comment #413"
"===",5476,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5476,"2015-03-11 10:05:12.289088+00","status_id","1","0"
"===",5476,"2015-03-11 10:05:12.289088+00","status","Approved","Applied"
"===",5476,"2015-03-11 10:05:12.289088+00","Waiting For","Assignee(s)","None"
"===",5476,"2015-03-11 10:05:12.289088+00","close_date","None","2015-03-11 21:05:12"
"===",5476,"2015-03-20 15:38:21.85164+00","ballotresolution","None","Persuasive"
"===",5477,"2015-01-19 04:29:38.443633+00","_created_","","Jan 2015 Ballot Comment #414"
"===",5477,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5477,"2015-02-03 01:56:53.674322+00","status","Approved","Applied"
"===",5477,"2015-02-03 01:56:53.674322+00","close_date","None","2015-02-03 12:56:53"
"===",5477,"2015-02-03 01:56:53.674322+00","Waiting For","Assignee(s)","None"
"===",5477,"2015-02-03 01:56:53.674322+00","status_id","1","0"
"===",5477,"2015-03-20 15:37:55.289484+00","ballotresolution","None","Persuasive"
"===",5478,"2015-01-19 04:29:41.32377+00","_created_","","Jan 2015 Ballot Comment #415"
"===",5478,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5479,"2015-01-19 04:29:44.1638+00","_created_","","Jan 2015 Ballot Comment #416"
"===",5479,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5480,"2015-01-19 04:29:46.935765+00","_created_","","Jan 2015 Ballot Comment #417"
"===",5480,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5480,"2015-02-27 23:09:54.896055+00","Waiting For","Assignee(s)","None"
"===",5480,"2015-03-19 21:19:30.365591+00","status","Triaged","Approved"
"===",5480,"2015-03-20 21:03:36.850222+00","ballotresolution","None","Persuasive"
"===",5481,"2015-01-19 04:29:49.720542+00","_created_","","Jan 2015 Ballot Comment #418"
"===",5481,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5481,"2015-02-27 23:07:47.036058+00","Waiting For","Assignee(s)","None"
"===",5482,"2015-01-19 04:29:52.770169+00","_created_","","Jan 2015 Ballot Comment #419"
"===",5482,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5482,"2015-03-19 20:44:12.90907+00","status_id","1","0"
"===",5482,"2015-03-19 20:44:12.90907+00","close_date","None","2015-03-19 14:44:12"
"===",5482,"2015-03-19 20:44:12.90907+00","status","Triaged","Explained -nochange"
"===",5482,"2015-03-19 20:44:12.90907+00","Waiting For","Assignee(s)","None"
"===",5482,"2015-03-20 15:37:12.356989+00","ballotresolution","None","Considered - No action required"
"===",5483,"2015-01-19 04:29:55.89311+00","_created_","","Jan 2015 Ballot Comment #420"
"===",5483,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5484,"2015-01-19 04:29:58.618879+00","_created_","","Jan 2015 Ballot Comment #421"
"===",5484,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5484,"2015-02-12 22:52:04.29903+00","Waiting For","Assignee(s)","None"
"===",5484,"2015-02-12 22:52:04.29903+00","status","Triaged","Rejected"
"===",5484,"2015-02-12 22:52:04.29903+00","close_date","None","2015-02-13 09:52:04"
"===",5484,"2015-02-12 22:52:04.29903+00","status_id","1","0"
"===",5484,"2015-03-20 15:36:45.476801+00","ballotresolution","None","Considered - No action required"
"===",5485,"2015-01-19 04:30:01.487202+00","_created_","","Jan 2015 Ballot Comment #422"
"===",5485,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5485,"2015-01-30 06:14:10.381574+00","Waiting For","Assignee(s)","None"
"===",5485,"2015-02-12 22:51:49.547373+00","close_date","None","2015-02-13 09:51:49"
"===",5485,"2015-02-12 22:51:49.547373+00","status_id","1","0"
"===",5485,"2015-02-12 22:51:49.547373+00","status","Triaged","Rejected"
"===",5485,"2015-03-20 15:36:06.077786+00","ballotresolution","None","Considered - No action required"
"===",5486,"2015-01-19 04:30:04.726262+00","_created_","","Jan 2015 Ballot Comment #423"
"===",5486,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5486,"2015-01-29 16:56:03.283664+00","status","Approved","Applied"
"===",5486,"2015-01-29 16:56:03.283664+00","status_id","1","0"
"===",5486,"2015-01-29 16:56:03.283664+00","close_date","None","2015-01-30 03:56:03"
"===",5486,"2015-01-29 16:56:03.283664+00","Waiting For","Assignee(s)","None"
"===",5486,"2015-03-20 15:33:44.324232+00","ballotresolution","None","Persuasive"
"===",5487,"2015-01-19 04:30:07.83376+00","_created_","","Jan 2015 Ballot Comment #424"
"===",5487,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5487,"2015-01-30 06:09:48.416226+00","Waiting For","Assignee(s)","None"
"===",5487,"2015-02-12 22:08:00.855984+00","status_id","1","0"
"===",5487,"2015-02-12 22:08:00.855984+00","status","Triaged","Applied"
"===",5487,"2015-02-12 22:08:00.855984+00","close_date","None","2015-02-13 09:08:00"
"===",5487,"2015-03-20 15:33:08.636116+00","ballotresolution","None","Persuasive"
"===",5488,"2015-01-19 04:30:10.92037+00","_created_","","Jan 2015 Ballot Comment #425"
"===",5488,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5488,"2015-02-12 22:58:22.296606+00","close_date","None","2015-02-13 09:58:22"
"===",5488,"2015-02-12 22:58:22.296606+00","status","Triaged","Rejected"
"===",5488,"2015-02-12 22:58:22.296606+00","Waiting For","Assignee(s)","None"
"===",5488,"2015-02-12 22:58:22.296606+00","status_id","1","0"
"===",5488,"2015-03-20 15:27:59.568504+00","ballotresolution","None","Considered - No action required"
"===",5489,"2015-01-19 04:30:16.558791+00","_created_","","Jan 2015 Ballot Comment #426"
"===",5489,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5489,"2015-01-30 06:06:27.959958+00","Waiting For","Assignee(s)","None"
"===",5489,"2015-02-12 22:07:59.966907+00","close_date","None","2015-02-13 09:08:00"
"===",5489,"2015-02-12 22:07:59.966907+00","status","Triaged","Applied"
"===",5489,"2015-02-12 22:07:59.966907+00","status_id","1","0"
"===",5489,"2015-03-20 15:27:30.804526+00","ballotresolution","None","Persuasive"
"===",5490,"2015-01-19 04:30:22.306318+00","_created_","","Jan 2015 Ballot Comment #427"
"===",5490,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5490,"2015-01-30 06:04:44.997496+00","Waiting For","Assignee(s)","None"
"===",5490,"2015-02-12 22:07:35.312622+00","status_id","1","0"
"===",5490,"2015-02-12 22:07:35.312622+00","status","Triaged","Applied"
"===",5490,"2015-02-12 22:07:35.312622+00","close_date","None","2015-02-13 09:07:35"
"===",5490,"2015-03-20 15:27:08.529374+00","ballotresolution","None","Persuasive"
"===",5491,"2015-01-19 04:30:25.113372+00","_created_","","Jan 2015 Ballot Comment #428"
"===",5491,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5491,"2015-01-29 16:52:12.485485+00","Waiting For","Assignee(s)","None"
"===",5491,"2015-01-29 16:52:12.485485+00","close_date","None","2015-01-30 03:52:12"
"===",5491,"2015-01-29 16:52:12.485485+00","status_id","1","0"
"===",5491,"2015-01-29 16:52:12.485485+00","status","Approved","Applied"
"===",5491,"2015-03-20 15:26:13.007488+00","ballotresolution","None","Persuasive"
"===",5492,"2015-01-19 04:30:27.822518+00","_created_","","Jan 2015 Ballot Comment #429"
"===",5492,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5492,"2015-03-01 19:33:16.956651+00","forwgmreviewby","None","ITS"
"===",5492,"2015-03-01 19:33:16.956651+00","Waiting For","Assignee(s)","None"
"===",5492,"2015-03-01 19:33:16.956651+00","reviewingworkgroups","FHIR Core Team","ITS,FHIR Core Team"
"===",5492,"2015-03-17 18:44:23.88348+00","close_date","None","2015-03-17 11:44:23"
"===",5492,"2015-03-17 18:44:23.88348+00","status_id","1","0"
"===",5492,"2015-03-17 18:44:23.88348+00","status","Triaged","Applied"
"===",5492,"2015-03-20 15:25:32.136389+00","ballotresolution","None","Considered - No action required"
"===",5493,"2015-01-19 04:30:30.549219+00","_created_","","Jan 2015 Ballot Comment #430"
"===",5493,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5493,"2015-03-16 19:26:43.889301+00","Waiting For","Assignee(s)","None"
"===",5493,"2015-03-16 19:26:43.889301+00","ballotresolution","None","Persuasive"
"===",5493,"2015-03-16 19:26:43.889301+00","status","Triaged","Approved"
"===",5493,"2015-03-17 11:42:24.907692+00","status_id","1","0"
"===",5493,"2015-03-17 11:42:24.907692+00","status","Approved","Applied"
"===",5493,"2015-03-17 11:42:24.907692+00","close_date","None","2015-03-17 22:42:24"
"===",5494,"2015-01-19 04:30:36.21893+00","_created_","","Jan 2015 Ballot Comment #431"
"===",5494,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5494,"2015-03-16 19:31:32.458706+00","ballotresolution","None","Persuasive"
"===",5494,"2015-03-16 19:31:32.458706+00","Waiting For","Assignee(s)","None"
"===",5494,"2015-03-16 19:31:32.458706+00","status","Triaged","Approved"
"===",5494,"2015-03-17 21:10:18.962259+00","status","Approved","Explained -nochange"
"===",5494,"2015-03-17 21:10:18.962259+00","close_date","None","2015-03-18 08:10:19"
"===",5494,"2015-03-17 21:10:18.962259+00","status_id","1","0"
"===",5495,"2015-01-19 04:30:38.935154+00","_created_","","Jan 2015 Ballot Comment #432"
"===",5495,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5495,"2015-01-20 21:30:11.585466+00","Waiting For","Assignee(s)","None"
"===",5495,"2015-01-20 21:30:11.585466+00","forwgmreviewby","None","SD"
"===",5495,"2015-03-16 19:33:21.610507+00","status","Triaged","Approved"
"===",5495,"2015-03-16 19:33:21.610507+00","ballotresolution","None","Persuasive with Mod"
"===",5496,"2015-01-19 04:30:41.78016+00","_created_","","Jan 2015 Ballot Comment #433"
"===",5496,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5496,"2015-02-25 06:57:05.652796+00","status","Triaged","Ready for Vote"
"===",5496,"2015-02-25 06:57:05.652796+00","Waiting For","Assignee(s)","None"
"===",5496,"2015-03-08 21:29:50.699877+00","status_id","1","0"
"===",5496,"2015-03-08 21:29:50.699877+00","status","Ready for Vote","Explained -nochange"
"===",5496,"2015-03-08 21:29:50.699877+00","ballotresolution","None","Considered - Question Answered"
"===",5496,"2015-03-08 21:29:50.699877+00","close_date","None","2015-03-08 13:29:50"
"===",5497,"2015-01-19 04:30:44.942617+00","_created_","","Jan 2015 Ballot Comment #434"
"===",5497,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5497,"2015-01-20 19:18:19.305742+00","Waiting For","Assignee(s)","None"
"===",5497,"2015-01-20 19:18:19.305742+00","status","Triaged","Approved"
"===",5497,"2015-03-19 00:19:43.124692+00","ballotresolution","None","Persuasive"
