"start","tracker_item_id","comment_date","comment","submitted_by"
"===",5799,"2015-02-27 03:07:31.589735+00","<p>
I expect MedicationPrescription.asNeededCodeableConcept.</p>
",105
"===",5800,"2015-03-02 04:28:04.403481+00","<p>
note: the validation is mainly to insist that something other than an http error code is available at the code system url. </p>
",150
"===",5801,"2015-03-01 23:41:31.180312+00","<p>
oops - this is about the uri (Coding.system), not the system name. (language of title is confusing)</p>
",150
"===",5804,"2015-02-27 19:17:01.318584+00","<p>
Possibly Observation too, but agree Any is unnecessarily broad</p>
",105
"===",5804,"2015-03-01 23:27:40.876586+00","<p>
+! now that Assessment is here. Agree with Lloyd that observation would be ok, perhaps DiagnosticReport too</p>
",150
"===",5804,"2015-03-12 05:21:46.476664+00","<p>
Proposal: change to Reference(ClinicalAssessment|DiagnosticReport|Observation)</p>
",105
"===",5805,"2015-02-27 21:48:59.815456+00","<p>
We also need to clarify whether OperationOutcome can be included on a 200 response (with warnings)</p>
",105
"===",5805,"2015-03-01 23:28:48.471372+00","<p>
? don't understand Lloyd's comments. The outcome is a set of parameters, Language referring to OperationOutcome should be removed.</p>
",150
"===",5805,"2015-03-02 00:25:15.139894+00","<p>
The Outcome is indeed a set of Parameters, just as the outcome for a query is a set of matching resources.  However, for the latter, we allow OperationOutcome to be included too to indicate any warnings that occurred while processing the query.  I'm asking whether the same should hold for Operation.</p>
",105
"===",5805,"2015-03-16 04:09:50.709465+00","<p>
it could be a parameter. Implementations can add their own. Correct the language that was overlooked. svn revision 4550</p>
",150
"===",5806,"2015-03-01 23:31:55.127706+00","<p>
Agree</p>
",150
"===",5810,"2015-02-28 04:14:14.547098+00","<p>
Precondition really only makes sense on an order, not on an event (which is what MedicationAdministration represents).  MedicationPrescription has the ability to capture dosageInstruction.asNeededCodeableConcept which serves the same purpose.</p>
",105
"===",5811,"2015-03-01 23:34:24.436448+00","<p>
Makes sense to me</p>
",150
"===",5812,"2015-03-01 23:38:00.849102+00","<p>
would have thought ""valueSet[x]"" would be more natural. Agree that referenceReference is less than ideal ;-)</p>
",150
"===",5812,"2015-03-02 00:22:59.451297+00","<p>
It wasn't clear to me that the binding always points to a value set.</p>
",105
"===",5812,"2015-03-15 20:48:19.247882+00","<p>
it always points to an implicit value set if it's not a lteral value set. So says the definition</p>
",150
"===",5812,"2015-03-17 09:04:45.762309+00","<p>
svn revision 4612</p>
",150
"===",5813,"2015-03-02 02:37:13.926279+00","<p>
I had the structure wrong.</p>
",105
"===",5813,"2015-03-16 04:10:45.498794+00","<p>
Yes, they can</p>
",150
"===",5814,"2015-03-16 05:30:02.669811+00","<p>
svn revision 4551</p>
",150
"===",5815,"2015-03-03 22:40:13.686014+00","<p>
Update: curl actually works well, but when you use ""-X POST"" the documented behavior is to keep POST-ing. Omitting that param from a curl call solved that.</p>
",413
"===",5816,"2015-03-17 08:18:17.133081+00","<p>
svn 4610 - added note as requested to extras.html</p>
",150
"===",5817,"2015-03-02 21:12:01.2048+00","<p>
Sorry...hit enter too fast.</p>

<p>
Title should be: MediaView value set ""could not be expanded by the publication tooling""</p>

<p>
There is a null pointer exception shown in the content of this page.</p>

<p>
 </p>

<p>
Also, the page says:</p>

<p>
""This value set is used in the following places: Media.view (Example)"" with both Media.view and Example as links.  It isn't clear to me that the example link is relevant.</p>

<p>
 </p>

<p>
 </p>
",3203
"===",5817,"2015-03-10 21:46:47.012326+00","<p>
fixed. xample is a reference to the binding strength</p>
",150
"===",5819,"2015-03-15 20:48:45.071014+00","<p>
Change to ""synonym""</p>
",150
"===",5819,"2015-03-17 08:36:41.583449+00","<p>
svn revision 4611 - change to 'alias'.</p>
",150
"===",5820,"2015-03-03 00:42:29.123489+00","<p>
Having the discrete elements makes it possible for the narrative to be generated and allows discrete display of the descriptive content.  That's why we have discrete text fields in general.</p>

<p>
Separating description and comment is tougher.  Certainly it's possible to define clear boundaries between them, but how that'll align with what systems actually do, I don't know.  It may be that this came from the OpenEHR alignment?</p>
",105
"===",5820,"2015-03-03 00:58:37.730892+00","<p>
yes, it came from openEHR where they like to have comments everywhere. It's a clinician thing - engineers don't like them because they don't really have any meaning, where as clinicians like them because they don't really have any defined meanings. I think that they separate ok from that perspective - the description is what is is defined as, where as comments are for other things - commentray on the whole</p>

<p>
 </p>
",150
"===",5820,"2015-03-03 01:32:03.051159+00","<p>
The 'description' is tied to the event<br />The extra 'comment' is also tied to the event giving us 2 places to log narrative + the narrative in the resource.</p>

<p>
Do you think 80% of systems have these 3 spots for narrative? I think we should consider removing one.</p>

<p>
 </p>

<p>
 </p>

<p>
 </p>

<p>
 </p>
",3114
"===",5820,"2015-03-03 18:39:10.399509+00","<p>
It's only 2 spots for narrative.  The narrative for the overall resource doesn't really count as it can (and often will be) generated.</p>

<p>
I'm open to the notion that comment + description are not both in the 80%.</p>
",105
"===",5821,"2015-03-03 00:38:46.382798+00","<p>
Actually, it's the code + system part of Quantity that can be bound, which is why the binding should occur at the Quantity level.  </p>
",105
"===",5821,"2015-03-03 00:59:24.460079+00","<p>
and we don't do incomplete or example bindings for code. Only fixed bindings</p>
",150
"===",5821,"2015-03-15 13:52:03.493654+00","<p>
This was all fixed as part of #3183 rewrite of binding page</p>
",150
"===",5822,"2015-03-03 23:01:37.596468+00","<p>
There's a base issue in that FHIR isn't based on DataElements per se.  We can generate data elements based on the primary artifacts, but we don't consider data element re-use when defining new artifacts (with the exception of extensions).</p>

<p>
We have the ability to search for specific element paths already.  What we don't have is the ability to check for what profiles make use of particular structures.  That we could add.</p>
",105
"===",5823,"2015-03-04 00:03:25.945447+00","<p>
+1</p>
",105
"===",5823,"2015-03-12 05:05:27.039276+00","<p>
Proposal: Add status with codes of ""entered-in-error"", ""in-progress"", ""completed""</p>
",105
"===",5825,"2015-03-03 23:54:29.519761+00","<p>
Why is it a problem for privacy assessments?  In most systems, family histories are cohesive documents.  You get it all or you get nothing.  Piece-meal control of the individual pieces is rare.  Querying family history and getting back everything but the mother is downright weird.  And the result is going to be that the mother is going to get created multiple times.  This is the same use-case as protecting individual patient addresses or next of kins or steps in a care plan.  It may exist in some very sophisticated environments, but adds a lot of complexity to workflow and processes required to currate records when different participants see different bits.</p>

<p>
The initial design (which you checked in May 2013) had 0..* relations and it's always been that way.</p>

<p>
Family History isn't recorded as a bunch of independent pieces.  The entire thing gets updated and has a single timestamp and a single author.  It's all considered as a coherent whole.  And you often have notes that apply to the whole history.  A history as narrative would also be the whole history, never the history of a single relative.</p>

<p>
Furthermore, even splitting the resource into individual relatives still wouldn't fix the problem, because the privacy issue isn't really the existence of the relative, it's the existence of a particular condition for a particular relative - and we're certainly not going to split that out.</p>

<p>
This requirement doesn't fall into the 80%.</p>
",105
"===",5825,"2015-03-04 00:57:36.330031+00","<p>
It's true that the first commit had this structure, because I redesigned it before it's first commit. </p>

<p>
I don't believe that all your arguments are enough to justify a different approach for FamilyHistory to anything else. Others may wish to comment on the privacy part.</p>
",150
"===",5825,"2015-03-04 03:15:02.785917+00","<p>
We don't have a different approach for FamilyHistory than anything else.  The scope of FamilyHistory is ""What is the granularity with which this information is typically queried and maintained and to which Provenance would be applied within existing systems?""  And the answer to that question is ""the entire family history record"".  The percentage of times a practitioner would execute a query to retrieve the history of ""maternal grandmother"" or some other particular relative as opposed to the entire family history record is miniscule.  Similarly miniscule is the percentage of times a person would update an individual relative's record without at least thinking about the entire history.  You don't ask ""when was patient's familiy history for Aunt Sue last updated?"".  You ask ""When was the patient's family history last updated?""</p>

<p>
As well, it's often unsafe to update a relative without looking at the family history.  ""I just remembered that one of my mom's sisters had emphasema"".  ""Was that the one who died of breast caner or the other one?""  ""The other one"".  That conversation can only take place in a context where you can see who all the relatives are.</p>

<p>
There will always be security requirements that occur at a level of granularity below the resource.  We can't choose to split resources based on possible security requirements.  We split resources based on the granularity that's manipulated in common practice.  If security requirements have to be applied below that, then they incur that additional complexity.</p>
",105
"===",5825,"2015-03-04 05:18:39.968057+00","<p>
Now is the time to think through Privacy controls, not just modeling. I see little negative to breaking family history up into component resources to hold each family members data. If you have rights to all of the data you can easily pull the full history and end up with all the data you have. But if a Privacy reason would have some information blocked, then managing this through resources is much easier and more natural for HTTP based access control systems. If we simply breakup the parts, we can use normal HTTP based access controls. If we insist on combining all of the family history into one resource, then we are accepting that we must use complex access controls that must understand the FHIR schema. This is indeed possible, but is unnecessary complexity. The FHIR Principles desire to drive for simple implementations that are Fast and Easy to use.</p>
",1078
"===",5825,"2015-03-04 06:28:53.717219+00","<p>
But privacy isn't at the level of the relative, it's at the level of the relative's condition.  So to truly support the requirement, you'd need to blow out the family history and instead have RelatedPerson be allowed to be the subject of Condition and all the complexity that goes with that.</p>

<p>
In talking with the genomics folks at the last WGM (who have the most sensitive family history data), the consensus is that individual controls on access to relative information within a family history record isn't necessary.  FamilyHistory about other relatives is generallly considered ""hearsay"" and not generally subject to special privacy protections at a granular level.</p>

<p>
I'm reluctant to force a change to granularity of the resource that will impact everyone who uses the resource and will make the resource harder to use to accomodate a privacy requirement that is largely theoretical and, to my knowledge, not generally implemented within existing systems.  That seems totally contrary to what the 80% design principle is supposed to guide us towards.</p>

<p>
I don't see this usecase as being any more common than the need to provide privacy protections on specific addresses, phone numbers or contacts and we're not considering splitting those out into separate resources.</p>
",105
"===",5826,"2015-03-04 00:01:50.049803+00","<p>
Entered in error would be weird.  You'd just correct the error - remove the relative, condition, etc.  The ""history"" of FamilyHistory would show what it looked like at a given point.  Family history is, by definition, always partially unknown.  How much the patient knows about a given relative and how accurate what they report is always somewhat suspect.  So absense of declaration of a condition in a relative doesn't mean they didn't have a condition, only that the reporter didn't know/suspect that they had a condition.  So the question is - do most systems flag whether information about a given relative is more ""unknown"" than usual?</p>
",105
"===",5826,"2015-03-04 00:55:48.542397+00","<p>
Entered in error - typically, you just correct things that are correctable. But if you enter on the wrong record, you've got nothing to correct it to, all you can do is delete it. But that's typically considered the wrong thing to do in a distributed clinical record. </p>

<p>
There's a difference between 'my mother lived till old age and was fine as far as I know'  and 'I don't know who my mother is at all, so I don't know her medical history'. (note: this is not an unusual entry in a family history)</p>

<p>
I have no idea what existing systems do in this regard, other than it's something you see in text histories. </p>
",150
"===",5826,"2015-03-04 02:52:14.712853+00","<p>
Have no issue with ""entered in error"" for the full history record.  But it doesn't make sense for information about an individual relative.</p>

<p>
Agree that there will be situations where the health status of a relative may be totally unknown.  It's a question of whether most systems handle that with a discrete element or as part of the notes.</p>
",105
"===",5827,"2015-03-03 23:56:40.228637+00","<p>
I'd expect a Formulary to be a List resource - the medications in it would be added or removed.  The same Medication instance could appear in multiple formularies.  Not sure if ""entered in error"" falls in the 80%.</p>
",105
"===",5827,"2015-03-04 00:58:59.211007+00","<p>
I would not expect a Formulary to be a List resource. I'd expect it to be a Medication end-point doing CRUD on medications. (well, read/search more than create/update/delete). </p>
",150
"===",5827,"2015-03-04 03:24:30.29324+00","<p>
A hospital system will typically have records for a whole host of medications that aren't ""on formulary"" - and may actually have multiple ""formularies""</p>
",105
"===",5828,"2015-03-04 00:13:46.803207+00","<p>
We probably need to refactor this to make clear that it's effectively a ""ProcedureStatement"" - similar to MedicationStatement.  It's not intended to track the detailed execution of the procedure.  Agree with making it clear that it applies to ""past"" procedures.</p>
",105
"===",5828,"2015-03-12 05:19:22.21495+00","<p>
Proposal: Change definition to: ""A summary description of an action performed on a patient""</p>
",105
"===",5829,"2015-03-06 20:00:32.527642+00","<p>
If this is part of 80%</p>

<p>
then</p>

<p>
maybe this is really set of concepts for availability of specimen and not status.   perhaps a simple boolean would serve the same purpose?  .available  t/f  unless is important to parse out reasons why then use the codes</p>

<p>
entered-in-error - The specimen was entered in error and therefore nullified.</p>

<p>
no-specimen - There is no physical specimen because it is either lost, destroyed or consumed.</p>

<p>
unsatisfactory - The specimen cannot be used because of either a quality issue such as a broken container, contamination, or too old.</p>

<p>
If elect to go with .status then propose the values </p>

<p>
available - The physical specimen is present and in good condition</p>

<p>
entered-in-error - The specimen was entered in error and therefore nullified.</p>

<p>
unavailable - There is no physical specimen because it is either lost, destroyed or consumed.</p>

<p>
unsatisfactory - The specimen cannot be used because of either a quality issue such as a broken container, contamination, or too old.</p>

<p>
 </p>
",2711
"===",5833,"2015-03-12 13:23:36.473697+00","<p>We added the <strong>other </strong>value so that you could put an extension value against it.</p>

<p>Same as we did for Gender on Patient (as it is an code/enumeration)</p>
",2909
"===",5833,"2015-03-12 13:33:39.040338+00","<p>
Having ""other"" is ok - if there's a sense that the statuses provided don't have complete coverage.  If they do have complete coverage, then someone can pick one of the existing statuses and send a detailed status too.  It wasn't clear from inspection that the existing statuses don't give complete coverage</p>
",105
"===",5836,"2015-03-04 03:35:07.071443+00","<p>
same for refused vs rejected - seems to be equally clear, but would be consistent with other resources.</p>
",150
"===",5836,"2015-03-12 05:02:05.70947+00","<p>
Proposal: approve name change for both statuses</p>
",105
"===",5837,"2015-03-10 11:06:46.724018+00","<p>
Makes sense to me</p>
",150
"===",5837,"2015-03-17 10:22:40.601065+00","<p>
svn revision 4627 - iimproved overall definitions too</p>
",150
"===",5838,"2015-03-12 05:16:08.798361+00","<p>
Proposal: Add title and note (both strings) as 0..1</p>
",105
"===",5838,"2015-03-12 21:26:20.163891+00","<p>
+1 there are other tasks for adding title</p>
",150
"===",5839,"2015-03-04 06:13:58.295359+00","<p>
We don't re-use status value sets, but could adopt the same codes</p>
",105
"===",5839,"2015-03-12 05:14:40.231714+00","<p>
Proposal: add with the codes current | retired | entered-in-error</p>

<p>
Comment: I prefer ""retired"" to ""superceded"" because there are other reasons for retiring a List and ""superceded"" begs the question of ""by what"" and I don't think answering that is in the 80%.</p>
",105
"===",5839,"2015-03-12 06:36:09.206246+00","<p>
Also see 3643</p>
",105
"===",5840,"2015-03-04 06:09:02.876915+00","<p>
Do you have a definition for the code?</p>
",105
"===",5840,"2015-03-04 14:42:44.064971+00","<p>
Here is the definition from IHE XDS for Folder (direct quote).</p>

<p>
<strong>""Folder</strong> – A Folder is a logical collection of DocumentEntries that are related in some way, such as to a clinical use case. A Folder is an arbitrary grouping relationship. Folders may be updated by multiple SubmissionSets sent from multiples departments that are submitting their DocumentEntry objects at different times. For example, a Folder may be used to collect the DocumentEntry objects for the patient’s documents that relate to an exam event, such as the exam request and prior results as well as the eventual exam results. As the exam results become available, the DocumentEntry objects can be added to the Folder for the exam records.""</p>

<p>
So some alignment of terms and broading of  concepts</p>

<p>
<strong>""Folder</strong> – A Folder is a logical collection of DocumentReferences that are related in some way, such as to a clinical use case. A Folder is an arbitrary grouping relationship. Folders may be updated by from multiples departments at different times. For example, a Folder may be used to collect the DocumentReference objects for the patient’s documents that relate to an exam event, such as the exam request and prior results as well as the eventual exam results. As the exam results become available, the DocumentReference objects can be added to the Folder for the exam records.""</p>
",1078
"===",5840,"2015-03-04 14:59:59.203652+00","<p>
Does the definition need to be specific to DocumentReference?  I'm pretty sure the EHR folks are going to want the concept of ""folder"" too, but it'll be open to any kind of document reference.  IHE can always constrain the resource type contained by their particular list via a profile.</p>
",105
"===",5840,"2015-03-04 15:03:36.063474+00","<p>
I provided the XDS definition as the most specific that IHE needs. If the concepts are wider, and yet can be understood in this specific way, then there should be no problem. However too wide of a concept and it won't be understood in the specific way.<br />
 </p>
",1078
"===",5840,"2015-03-04 16:12:10.044207+00","<p>
How about:</p>

<p>
""A Folder is a logical collection of resources that are related in some way, such as to a clinical use case. A Folder is an arbitrary grouping relationship established by the author. Folders may be updated by multiple organizations/departments at different times. For example, a Folder may be used to collect resources that relate to an exam event, such as the exam request and prior results as well as the eventual exam results. As the exam results become available, the resources can be added to the Folder for the exam records.  Folders are concepts in XDS, in EHR extracts and a variety of other data-organization paradigms.""</p>
",105
"===",5840,"2015-03-04 18:26:55.358416+00","<p>
Works great for me.</p>
",1078
"===",5840,"2015-03-12 04:58:45.982166+00","<p>
Recommendation: Add this with definition as proposed above.</p>
",105
"===",5840,"2015-03-12 21:25:48.06263+00","<p>
works for me</p>
",150
"===",5841,"2015-03-05 06:33:46.478105+00","<p>
Well, there's two ways to look at this.  You can cancel the fulfillment request - i.e. ""I've decided I don't want Lab/Pharmacy X to do this - please stop"", but the order might remain active - you may be planning to send to Lab/Pharmacy Y instead.  You can also cancel the Order and ask for fulfillment of that.  I.e. ""This order that I asked you to fulfill is now aborted - so either don't start, stop working, or quit as soon as you possibly can"".  Do we need a different solution for each?</p>
",105
"===",5842,"2015-03-11 00:15:04.856121+00","<p>
svn revision 4369</p>
",150
"===",5843,"2015-03-11 00:13:25.824099+00","<p>
Already fixed.</p>
",150
"===",5844,"2015-03-04 17:19:20.16419+00","<p>
Well, once we get IGs to publish separately, pesumably you'd want to be able to identify a list of both value sets and structures referenced.  We'd need to figure out where to draw the boundary though.  How deep do you chase references?  Do you include the stuff that's part of the base spec?  The stuff that's defined in the base profile you're profiling on top of?</p>
",105
"===",5844,"2015-03-12 21:25:17.915497+00","<p>
the value sets list has been updated - does this satisfy the desire?</p>
",150
"===",5844,"2015-03-16 13:22:19.320433+00","Is the 'value set list' part of the terminology bindings at the bottom of a profile page?",3114
"===",5845,"2015-03-04 17:47:40.106675+00","<p>
Quantity brings along other things for the ride like comparator and the ""units"" string which aren't needed here and also introduces an additional layer of nesting.  Comparator is getting dropped (moved to a separate type), but it's still not clear that the benefit of type re-use is worth the complexity of the extra nesting.  Is there a reason why re-using the Quantity type would be particularly beneficial?</p>
",105
"===",5845,"2015-03-18 16:15:57.755577+00","<p>
No, I just thought that by publishing a ""duration"" constraint on quantity, the implication was that resources/profiles were supposed to use it whenever a duration (number + time unit) is needed. It might be good to clarify when that duration is/is not to be used, or just do away with it.<br />
 </p>
",3232
"===",5847,"2015-03-04 18:41:09.79285+00","<p>
Need to explain why ratio is needed.  (e.g 5mg/3 hr) and give guidance as to what to specify as the denominator.</p>

<p>
Might also want to look at having denominator default to ""1"" (now that defaults are allowed)</p>
",105
"===",5847,"2015-03-12 21:24:12.558509+00","<p>
if you default it to 1, then there's no way to not have a denominator e.g. if there's an extension instead.</p>
",150
"===",5847,"2015-03-13 03:21:18.962102+00","<p>
The various structures that use dosage need to add guidance and MnM should add rationale explaining why there's no default on denominator and that in the event of no applicable denominator, to send ""1"".</p>
",105
"===",5847,"2015-03-15 20:52:43.967438+00","<p>
Well, this is a pharmacy task then. If pharmacy doesn't allow a plain quantity instead of a rate, they need to explain how they mean for it to work.</p>
",150
"===",5847,"2015-03-15 20:54:06.233222+00","<p>
well another question is whether it's wrong to have a denominator of 1 if there's no value- but we'd cetainly need to change the invariants in that case. </p>
",150
"===",5849,"2015-03-05 00:32:57.61287+00","<p>
Can you give an example of how a UDI would do neither?</p>
",105
"===",5849,"2015-03-05 01:38:07.061353+00","<p>
A UDI with a DI, and lot number and expiry date in the PI.  it's a UDI that doesn't 'just identify the type' but it's not a UDI with a serial number.</p>
",150
"===",5850,"2015-03-12 04:47:31.455419+00","<p>
Recommendation: Add Organization to receiver and make order alphabetical</p>
",105
"===",5850,"2015-03-12 21:20:55.52563+00","<p>
ok</p>
",150
"===",5851,"2015-03-17 08:40:36.237585+00","<p>
add 'string' to the description - svn revision 4611</p>
",150
"===",5855,"2015-03-06 23:22:58.80296+00","<p>
We capture status indicating whether the goal was achieved.  Is there a need for more?</p>

<p>
Also see #5148</p>
",105
"===",5855,"2015-03-08 17:07:26.562601+00","<p>
Yes, I think so. The status is all about workflow - eg if the goal is currently active or not whereas the outcome records in more detail what happens when the goal is closed. For example, the goal may have been to lose 10 kg in weight, but only 5 was lost - but still a success (albeit a partial one). Certainly the systems I've developed in the past have recorded outcome  - in response to clinician demand....</p>
",2582
"===",5855,"2015-03-08 19:15:53.681366+00","<p>
I would agree with David on this one, implementing software in other clinical areas we frequently find that the separation of the workflow status of the item and a coded reason it's in that status that's used more for reporting and display to the end user. Even though this is not typically used by the IT system it's still generally worth coding for use in reporting. It's also typically a lot more flexible site by site than the fixed set of status you want for interoperability of IT systems.</p>

<p>
The existing status code (and the fact it's a fixed set) provides a good basis for inter-operable systems. But for many of these statuses it's sensible to have an additional coded reason or sub-status.</p>

<p>
In my mind this is actually most visible with the canceled status. E.g. it's often useful to report on the difference between:</p>

<p>
- Canceled because the patient didn't buy in so was not achievable</p>

<p>
- Canceled because the patient has some other condition that makes achievement impractical</p>

<p>
- Canceled because the patient has a substantially more sever condition that is being focused on instead</p>

<p>
- Canceled because while the goal is not achieved, it's no longer relevant because the strategy for managing the condition has changed</p>

<p>
 </p>

<p>
While perhaps less clear cut, I agree with David that the same thing applies with achieved goals. Partial vs Full Achievement feels valid. So is ""it was on track to achieve but due to a direction of care change is no longer relevant""</p>
",3281
"===",5856,"2015-03-09 15:50:43.119396+00","<p>
What is the specific phrase to fix?  The intention is we use the term ""Profile"" to refer to packages, so not all references to Profile should become StructureDefinition.</p>
",105
"===",5858,"2015-03-12 21:17:05.367058+00","<p>
+ agree patient can be collecter. Would prefer that type of collector be a separate element, as you could record both type(/role) and identity</p>
",150
"===",5859,"2015-03-12 21:15:35.05208+00","<p>
They sound like extensions to me. I've never seen them elsewhere. How much do these get used in practice, and in what kind of cases?</p>
",150
"===",5860,"2015-03-10 00:30:13.091+00","<p>
They were named this way because they are used when type = transaction / transactionResponse, just like with search</p>

<p>
 </p>
",150
"===",5861,"2015-03-09 23:05:35.410374+00","<p>
Not a typo, as a decision is needed from the WG as to which name they prefer</p>
",105
"===",5862,"2015-03-09 22:58:44.3538+00","<p>
Not a fan of having orders beside their fulfillments - because an order might be fulfilled by a variety of things.  Do agree that Order and OrderResponse should be kept separate.  (And *really* need to be renamed.)</p>
",105
"===",5863,"2015-03-10 19:52:24.653339+00","<p>
svn 4356</p>
",150
"===",5866,"2015-03-10 19:53:12.088318+00","<p>
why is it error prone? </p>
",150
"===",5866,"2015-03-11 08:35:44.535723+00","<p>
Because if you don't add the ""deleted"" parameter, the operation does the exact opposite, and adds meta instead of deleting it.</p>

<p>
Maybe error-prone isn't the right word, but don't you agree that splitting these up is more ""clean""?</p>
",3009
"===",5866,"2015-03-19 01:33:28.168708+00","<p>
proposal - split them as requested (already applied)</p>
",150
"===",5867,"2015-03-10 19:55:16.543147+00","<p>
svn 4357 - we don't define formal codes for this, so added a line to make the actual values more explicit.</p>
",150
"===",5867,"2015-03-15 13:54:11.463281+00","<p>
just see 4357.</p>
",150
"===",5868,"2015-03-10 19:56:02.003732+00","<p>
no. do we need to do that? these are the only operations that can apply to historical versions. </p>
",150
"===",5868,"2015-03-11 08:31:05.461697+00","<p>
Isn't that the exact reason we need that?<br /><br />
To make it more explicit that these are the exceptions, otherwise nobody knows they are able to change the meta of previous versions of resources.</p>
",3009
"===",5868,"2015-03-12 21:07:57.397616+00","<p>
I added a comment about this (<a href=""http://hl7-fhir.github.io/operations.html"">http://hl7-fhir.github.io/operations.html</a>). Do we need to do more? </p>
",150
"===",5868,"2015-03-13 11:03:34.237518+00","<p>
I don't think we will need more, this will serve.</p>

<p>
Thanks</p>
",3009
"===",5868,"2015-03-15 13:54:38.65771+00","<p>
Done then.</p>
",150
"===",5869,"2015-03-11 01:05:28.127815+00","<p>
I'm not sure it's *only* for that.  Not sure where the best place to assert this linkage would be.  Frankly, the whole set of messaging events is a bit of a mess.  Few resources have even thought about them and those that have haven't received much review.</p>
",105
"===",5869,"2015-03-12 21:06:16.379472+00","<p>
Defer this until we have more practical experience with messaging and events</p>
",150
"===",5870,"2015-03-12 20:56:09.593916+00","<p>
Is there any evidence that applications actually do this - have encouter specific alerts?</p>
",150
"===",5871,"2015-03-11 16:32:50.476306+00","<p>
The underlying xs data type requires seconds.  So the wording needs to say ""Seconds must be provided due to schema type constraints but may be zero-filled and may be ignored""</p>
",105
"===",5871,"2015-03-12 20:55:28.660118+00","<p>
agree - description needs to be updated</p>
",150
"===",5871,"2015-03-15 15:09:44.60846+00","<p>
update description svn revision 4536</p>
",150
"===",5872,"2015-03-12 20:54:59.205054+00","<p>
We don't need to define the extension, just explain that's how it would work. but not against defining one.</p>
",150
"===",5872,"2015-03-13 04:38:48.739102+00","<p>
If we think it's common enough to be worth mentioning in the spec (and I do), then it's worth defining the extension to give a standard way to do it.</p>
",105
"===",5873,"2015-03-12 20:53:41.551138+00","<p>
Where does 'as identified' refer to? can we get more details? on this task? </p>
",150
"===",5874,"2015-03-16 08:32:47.994456+00","<p>
svn revision 4557</p>
",150
"===",5876,"2015-03-12 04:39:40.041434+00","<p>
Propose changing definition to ""Individual who recorded the record and takes responsibility for its content""</p>
",105
"===",5877,"2015-03-12 20:51:20.347658+00","<p>
If the reference can be to a binary, I can't see why it shouldn't be an attachment as well</p>
",150
"===",5879,"2015-03-12 20:38:41.045256+00","<p>
I do not understand why allowing a document reference to actually have the attachment directly means iether that is' role as a container is confused (why different because it's a derference away) or that it forces a user to create a DocumentManifest. how is that relevant? </p>
",150
"===",5880,"2015-03-12 20:34:39.344522+00","<p>
Agree, but will require some curation from committee. what's the process for that?</p>
",150
"===",5880,"2015-03-13 04:45:36.968003+00","<p>
I wasn't expecting any curation.  We'll need to throw a disclaimer at the top making it clear we're not endorsing anything.  Once the registry is up, there won't be curation, just community vetting.  Not sure why the same wouldn't hold here.</p>
",105
"===",5881,"2015-03-11 23:15:47.231796+00","<p>
Duplicate of 5875</p>
",105
"===",5882,"2015-03-12 03:35:58.826916+00","<p>
Pre-appled SVN#4442</p>
",105
"===",5882,"2015-03-12 20:33:29.591441+00","<p>
where was this applied?</p>
",150
"===",5882,"2015-03-13 04:43:40.021655+00","<p>
Bottom of ValueSet notes section</p>
",105
"===",5883,"2015-03-12 06:28:41.852402+00","<p>
Note that this is related to <a href=""http://gforge.hl7.org/gf/project/fhir/tracker/?action=TrackerItemEdit&amp;tracker_item_id=5883"">5884</a> which attempts to define a standard parttern for allowed operations based on this proposal.</p>
",3281
"===",5883,"2015-03-12 20:32:59.926487+00","<p>
if we're going to make it a header, then we shouldn't make bundle.links contain it instead of the header. I don't think we need to do anything about a links header, other than to document #5884</p>

<p>
agree to add links element to Bundle.entry</p>
",150
"===",5883,"2015-03-16 00:16:53.111532+00","<p>
While I don't think we need to document the header in order to allow it's use, if we're adding Bundle.entry.links I feel we should document the header pattern. Otherwise there will be a clearly documented place to include this kind of information for each resource in a bundle, but no hint of the appropriate way to handle it for individual resources.</p>

<p>
I feel the documentation for Bundle.entry.link should probably be written in terms of ""provides a place to store the information that for an individual resource is stored in ...."". That would require us to have somewhere where we document the header for individual resources.</p>

<p>
That said, you're right that documenting 5884 would cover the pattern. I suppose what I'm talking about is general guidance for future extension, but perhaps the spec is not the appropriate place for that.</p>

<p>
<br />
My concern with bundles using both the links header and links element is that we have to provide some pretty clear guidance on what should be included in each place. E.g. if paging information (which is request specific) and valid operations information (also request specific) are included in different places, why is that? What's the guiding principal?</p>
",3281
"===",5883,"2015-03-16 19:10:28.058318+00","<p>
FHIR telecon 16-Mar 2015</p>

<p>
* add link to Bundle.entry<br />
* note that they have no defined meaning on transaction. Meanings are implementation specific<br />
* note relationship to http header links </p>

<p>
David/Ewout 3-0-1</p>

<p>
Note: this is just defining the infrastructure - see #5884 for a usage of it</p>
",150
"===",5883,"2015-03-16 21:39:02.042796+00","<p>
svn revision 4575</p>
",150
"===",5884,"2015-03-12 20:30:59.876596+00","<p>
This approach is very verbose. The actual URLs are known, it's only the boolean yes/no that's not known. So repeating the URLs is tiresome. Having said that, no obvious other solution presents itself. </p>

<p>
Would need to be clear that in the absence of any of these links, the default assumption is that all actions are possible.</p>

<p>
I'm not sure that operation names are suitable for rel - they could easily clash with existing rels, even ones that we use directly. </p>
",150
